,,Rolando Pablos,,,,Sonia Traut,,,,Robert T. Melvin,,,,Christopher Reyes,,,,Jade McCullough,,,,Brandon Gonzales,,,,Tim Westley,,,,Manny Pelaez,,,,Bill Ruppel,,,,Armando Dominguez,,,,Adriana Rocha Garcia,,,,Gina Ortiz Jones,,,,Diana Flores Uriegas,,,,Clayton Perry,,,,John Courage,,,,Chris Herring,,,,James 'Jae' Melvin,,,,Andrew Fernandez Vicencio,,,,G. Zambrano,,,,Arturo Espinosa,,,,April Guadarrama,,,,Michael 'Sam' Samaniego,,,,Beto Altamirano,,,,Robert Salinas,,,,Melissa Cabello Havrda,,,,Mauricio 'Mau' Sanchez,,,,Santos Alvarado,,,,
Precinct,Registered Voters,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Total
1136,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6
1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,1125,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,3,0,1,4,3,1,12,16,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,4,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,39
1139,2366,5,0,12,17,0,0,0,0,0,0,3,3,1,0,0,1,1,0,0,1,2,0,0,2,10,0,3,13,1,0,3,4,1,0,1,2,0,0,0,0,7,0,7,14,27,2,36,65,0,0,0,0,3,0,0,3,2,0,2,4,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,16,0,0,0,0,4,0,17,21,1,0,1,2,0,0,0,0,172
1146,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,3,0,0,3,2,0,2,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1147,2757,5,0,12,17,1,0,1,2,0,0,0,0,1,0,0,1,3,0,0,3,1,0,0,1,9,0,4,13,3,0,2,5,0,0,0,0,0,0,0,0,17,1,15,33,39,1,44,84,0,0,2,2,6,0,4,10,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,9,0,6,15,0,0,0,0,10,0,14,24,2,0,1,3,0,0,0,0,220
1149,2269,13,2,24,39,0,0,2,2,0,0,0,0,0,0,1,1,1,0,2,3,0,0,1,1,4,0,9,13,1,0,9,10,0,0,0,0,0,0,0,0,9,3,14,26,16,2,37,55,0,0,1,1,0,0,6,6,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,9,17,0,0,1,1,31,0,59,90,0,0,1,1,0,0,0,0,271
1152,1693,10,0,36,46,1,0,1,2,3,0,3,6,0,0,3,3,0,0,1,1,0,0,1,1,6,0,5,11,1,1,9,11,0,0,2,2,1,0,0,1,3,2,11,16,13,0,46,59,0,0,0,0,6,0,6,12,1,1,8,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,8,0,11,19,0,0,1,1,17,0,32,49,0,0,0,0,0,0,1,1,256
1158,1323,8,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,6,9,13,0,21,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,6,0,0,1,1,1,0,13,14,0,0,0,0,0,0,0,0,84
1159,331,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,4,6,0,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2001,972,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,1,2,0,7,9,5,0,5,10,2,0,0,2,0,0,2,2,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,16,0,0,1,1,2,0,6,8,0,0,0,0,0,0,0,0,60
2002,1110,5,0,5,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,7,0,7,14,0,0,0,0,0,0,2,2,7,1,6,14,14,1,11,26,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,1,13,22,0,0,1,1,3,0,2,5,1,0,0,1,1,0,0,1,102
2003,2008,7,0,19,26,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,1,0,1,2,1,0,5,6,0,0,0,0,0,0,1,1,5,1,16,22,13,1,42,56,0,0,1,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,14,0,21,35,0,0,0,0,0,0,4,4,0,0,2,2,0,0,0,0,167
2004,2832,4,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,12,8,1,9,18,0,0,1,1,0,0,0,0,6,0,3,9,25,5,39,69,1,0,0,1,1,0,5,6,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,25,40,0,0,0,0,7,0,7,14,0,0,0,0,0,0,0,0,187
2005,920,7,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,10,12,0,0,0,0,0,1,0,1,5,0,5,10,19,0,24,43,0,0,0,0,0,0,1,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,32,0,0,0,0,5,0,10,15,0,0,0,0,0,0,0,0,134
2006,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,1592,3,0,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,11,0,0,0,0,0,0,0,0,3,0,7,10,9,2,21,32,1,0,1,2,1,1,1,3,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,4,12,20,0,0,0,0,4,0,6,10,0,0,0,0,0,0,0,0,104
2008,1046,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,7,10,13,1,19,33,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,16,24,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,85
2009,2209,1,0,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,4,1,9,14,0,0,0,0,0,0,0,0,7,0,6,13,12,2,17,31,0,0,0,0,1,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,4,7,0,0,0,0,0,0,1,1,0,0,0,0,3,0,9,12,0,0,0,0,5,0,5,10,0,0,0,0,0,0,1,1,105
2010,1454,26,0,17,43,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0,0,2,3,0,3,6,0,0,4,4,0,0,0,0,0,0,0,0,4,1,6,11,27,5,28,60,0,0,0,0,6,1,6,13,5,0,12,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,9,16,0,0,0,0,4,0,5,9,3,0,5,8,0,0,0,0,196
2011,1872,2,1,3,6,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,3,2,0,3,5,0,0,0,0,0,0,1,1,4,1,29,34,21,1,44,66,1,0,1,2,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,7,1,11,19,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,153
2012,1491,3,0,8,11,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,1,4,0,3,7,2,0,0,2,0,0,0,0,6,0,8,14,4,2,27,33,2,0,0,2,1,0,4,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,12,14,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,100
2013,1187,6,0,6,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,9,14,0,0,0,0,0,0,0,0,8,1,8,17,9,3,32,44,0,0,1,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,11,23,0,0,0,0,3,0,7,10,1,0,0,1,0,0,0,0,129
2014,1180,6,0,12,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,3,0,5,8,0,0,0,0,0,0,0,0,3,0,12,15,6,1,16,23,1,0,1,2,2,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,25,0,0,1,1,3,0,8,11,0,0,0,0,1,0,0,1,113
2015,1937,2,1,4,7,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,1,0,0,1,3,0,6,9,0,0,0,0,0,0,0,0,2,0,9,11,9,6,21,36,1,0,1,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,5,15,24,1,0,0,1,5,0,2,7,0,0,0,0,0,0,0,0,109
2016,1300,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,2,0,4,6,3,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,42
2017,1150,3,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5,3,0,6,9,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,11,0,0,0,0,1,0,1,2,2,0,0,2,0,0,0,0,37
2018,1092,7,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,4,6,1,3,10,0,0,0,0,0,0,0,0,7,1,9,17,23,0,27,50,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,1,14,27,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,125
2019,1446,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,0,3,0,7,10,7,2,16,25,0,0,0,0,2,0,1,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,6,10,0,0,0,0,6,1,5,12,0,0,0,0,0,0,0,0,73
2020,4552,6,0,8,14,0,0,0,0,0,0,1,1,1,0,1,2,0,0,1,1,1,0,0,1,2,0,2,4,5,0,13,18,1,0,0,1,0,0,0,0,10,0,11,21,25,1,29,55,1,0,1,2,4,0,1,5,1,0,0,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,29,36,0,0,3,3,20,4,34,58,1,0,1,2,0,0,3,3,232
2021,2880,3,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,7,4,0,9,13,0,0,0,0,0,0,0,0,5,0,13,18,11,1,37,49,1,0,3,4,1,0,2,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,13,25,0,0,0,0,6,0,7,13,0,0,0,0,0,0,0,0,150
2022,1574,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,4,0,0,8,8,0,0,0,0,0,0,0,0,3,0,5,8,9,1,28,38,0,0,1,1,1,0,6,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,1,5,14,0,0,0,0,2,0,4,6,0,0,0,0,0,0,1,1,100
2023,2550,7,0,15,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,7,9,0,0,0,0,0,0,2,2,8,0,14,22,15,1,51,67,2,0,1,3,1,0,5,6,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,6,4,38,48,0,0,3,3,6,0,6,12,0,0,0,0,0,0,0,0,205
2024,1771,8,0,14,22,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,2,2,1,0,2,3,7,0,4,11,0,0,0,0,0,0,0,0,4,0,8,12,6,4,21,31,1,0,0,1,1,0,3,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,20,37,0,0,1,1,10,0,7,17,0,0,0,0,1,0,1,2,152
2025,2428,12,0,13,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,5,11,8,0,4,12,0,0,0,0,1,0,1,2,7,0,20,27,50,5,64,119,0,0,0,0,0,0,10,10,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,1,18,0,38,56,1,0,0,1,11,2,14,27,0,0,0,0,1,0,2,3,302
2026,2118,14,0,24,38,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,1,2,0,1,3,1,0,4,5,2,0,22,24,0,0,0,0,1,0,0,1,6,1,20,27,20,3,64,87,1,0,1,2,1,0,9,10,9,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,40,50,0,0,1,1,6,0,12,18,0,0,0,0,0,0,0,0,287
2027,1182,23,0,14,37,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,4,2,7,13,0,0,0,0,0,0,0,0,10,0,10,20,13,0,45,58,1,0,2,3,1,0,10,11,1,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,37,54,3,0,1,4,12,0,16,28,0,0,0,0,0,0,0,0,244
2028,1968,11,0,20,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,5,0,4,9,5,1,12,18,0,0,0,0,0,0,1,1,9,6,18,33,38,6,64,108,0,0,2,2,4,0,7,11,2,2,6,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,31,9,32,72,0,0,4,4,8,1,15,24,1,0,0,1,0,0,1,1,333
2029,1176,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,3,4,0,0,0,0,1,0,0,1,6,0,4,10,8,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,15,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64
2030,1424,4,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,3,1,0,5,6,0,0,0,0,0,0,0,0,3,1,8,12,9,1,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,7,1,12,20,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,80
2031,1554,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,3,0,5,8,9,1,8,18,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,9,0,21,30,0,0,2,2,1,0,2,3,0,0,0,0,2,0,0,2,80
2032,508,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,4,6,5,2,9,16,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,5,9,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,44
2033,1326,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,1,1,4,6,3,0,8,11,1,0,0,1,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,0,0,2,2,1,0,2,3,0,0,0,0,0,0,0,0,44
2034,1586,1,0,11,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,4,0,0,0,0,1,0,0,1,0,0,2,2,8,0,4,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,45
2035,1277,7,2,21,30,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,2,0,0,3,3,7,1,9,17,0,1,0,1,0,0,0,0,15,1,28,44,45,5,97,147,0,0,1,1,1,0,5,6,6,1,16,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,27,5,52,84,1,0,0,1,17,0,19,36,0,0,0,0,0,0,0,0,401
2036,1524,24,1,41,66,0,0,0,0,2,0,1,3,0,0,0,0,0,1,1,2,2,0,0,2,1,0,1,2,11,1,18,30,0,0,0,0,1,0,0,1,22,6,47,75,37,5,98,140,0,0,0,0,2,0,6,8,6,8,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,7,75,115,0,0,0,0,10,2,40,52,0,0,0,0,0,0,1,1,538
2037,1459,12,0,41,53,0,0,1,1,0,0,2,2,0,0,1,1,0,0,2,2,0,1,1,2,0,0,6,6,3,0,18,21,0,0,0,0,0,0,0,0,8,0,28,36,15,2,25,42,0,0,1,1,6,0,9,15,2,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,4,0,23,27,0,0,0,0,2,2,6,10,0,0,0,0,1,0,1,2,235
2038,1189,20,2,18,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,9,1,14,24,0,0,0,0,0,0,0,0,10,0,20,30,32,3,42,77,0,0,1,1,2,0,10,12,3,5,8,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,11,2,30,43,1,0,0,1,8,0,3,11,0,0,0,0,0,0,1,1,269
2039,1350,5,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,7,2,9,18,0,0,0,0,1,0,0,1,21,0,24,45,37,2,43,82,0,0,0,0,1,1,0,2,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,15,1,23,39,0,0,0,0,6,1,11,18,0,0,0,0,0,0,0,0,231
2040,2609,12,1,21,34,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,6,0,10,16,4,2,7,13,0,0,1,1,0,0,0,0,9,0,14,23,27,6,53,86,0,0,0,0,0,0,2,2,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,15,3,21,39,0,0,1,1,6,0,16,22,1,1,1,3,0,0,0,0,251
2041,2830,14,0,14,28,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,2,4,9,6,5,9,20,0,0,0,0,0,0,0,0,7,4,22,33,26,1,51,78,0,0,0,0,3,0,9,12,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,38,57,1,0,1,2,3,0,13,16,1,0,2,3,1,0,0,1,265
2042,2490,4,0,7,11,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,2,0,1,3,1,0,12,13,0,0,0,0,0,0,1,1,0,0,13,13,9,2,26,37,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,2,16,25,0,0,1,1,2,0,3,5,0,0,0,0,0,0,0,0,120
2043,1160,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,9,11,9,1,5,15,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,12,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,59
2044,2567,3,0,11,14,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,6,7,2,0,6,8,0,0,0,0,0,0,0,0,3,0,5,8,16,0,22,38,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1,7,11,1,0,0,1,6,2,13,21,0,0,0,0,1,0,0,1,119
2045,1112,8,0,16,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,6,13,0,0,0,0,0,0,0,0,4,0,26,30,36,2,69,107,1,0,1,2,2,0,2,4,3,1,11,15,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3,47,67,0,0,0,0,20,0,25,45,0,0,0,0,0,0,1,1,314
2046,1802,13,0,22,35,0,0,1,1,3,0,0,3,0,0,1,1,1,0,1,2,0,0,0,0,1,0,3,4,10,0,19,29,0,0,0,0,0,0,0,0,19,0,27,46,62,2,84,148,0,0,1,1,7,0,5,12,2,2,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,47,72,0,0,0,0,14,0,15,29,0,0,0,0,0,0,1,1,401
2047,1568,7,0,14,21,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,13,6,1,14,21,0,0,0,0,1,0,1,2,12,1,24,37,27,1,67,95,0,0,1,1,3,1,2,6,4,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,0,29,48,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,262
2048,1790,4,1,5,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,2,2,2,1,5,8,4,2,7,13,0,0,0,0,0,0,0,0,6,3,6,15,19,1,41,61,0,0,1,1,1,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,3,9,17,1,0,0,1,1,0,5,6,0,0,0,0,0,0,0,0,144
